,S_no,center_id,center_name,csa,cva,hol,awareness,crowd
2703,2703,127,VADAMALAYAN HOSPITALS,140,86,0,0.57,0.273448468014299
2704,2704,127,VADAMALAYAN HOSPITALS,145,141,0,0.57,0.307721464049343
2705,2705,127,VADAMALAYAN HOSPITALS,158,126,0,0.57,0.3667297399622894
2706,2706,127,VADAMALAYAN HOSPITALS,27,170,0,0.57,0.3389413006496249
2707,2707,127,VADAMALAYAN HOSPITALS,130,70,0,0.57,0.27432010402393403
2708,2708,127,VADAMALAYAN HOSPITALS,200,85,0,0.57,0.2444810193436119
2709,2709,127,VADAMALAYAN HOSPITALS,90,75,0,0.57,0.2950271319638836
2710,2710,127,VADAMALAYAN HOSPITALS,104,128,0,0.57,0.38654072417472196
2711,2711,127,VADAMALAYAN HOSPITALS,93,28,0,0.57,0.44712868480699114
2712,2712,127,VADAMALAYAN HOSPITALS,107,100,0,0.57,0.2876305765836643
2713,2713,127,VADAMALAYAN HOSPITALS,169,53,0,0.57,0.29626703113849884
2714,2714,127,VADAMALAYAN HOSPITALS,57,107,0,0.57,0.317060148421463
2715,2715,127,VADAMALAYAN HOSPITALS,91,35,0,0.57,0.31579146806534586
2716,2716,127,VADAMALAYAN HOSPITALS,138,45,0,0.57,0.29407316783079773
2717,2717,127,VADAMALAYAN HOSPITALS,134,29,0,0.57,0.3586255492718649
2718,2718,127,VADAMALAYAN HOSPITALS,150,158,0,0.57,0.24605176978697316
2719,2719,127,VADAMALAYAN HOSPITALS,161,83,0,0.57,0.3448662520774196
2720,2720,127,VADAMALAYAN HOSPITALS,32,140,0,0.57,0.4349987544701311
2721,2721,127,VADAMALAYAN HOSPITALS,29,175,0,0.57,0.41597382096600377
2722,2722,127,VADAMALAYAN HOSPITALS,86,86,0,0.57,0.3099436858990888
2723,2723,127,VADAMALAYAN HOSPITALS,181,56,0,0.57,0.3202522752231659
2724,2724,127,VADAMALAYAN HOSPITALS,70,133,0,0.57,0.31195132324130775
2725,2725,127,VADAMALAYAN HOSPITALS,28,15,0,0.57,0.5851817223496909
2726,2726,127,VADAMALAYAN HOSPITALS,10,179,0,0.57,0.4195596400799622
2727,2727,127,VADAMALAYAN HOSPITALS,124,1,0,0.57,0.37508822684116755
2728,2728,127,VADAMALAYAN HOSPITALS,194,160,0,0.57,0.30597814275388174
2729,2729,127,VADAMALAYAN HOSPITALS,164,69,0,0.57,0.35378416867257156
2730,2730,127,VADAMALAYAN HOSPITALS,150,157,0,0.57,0.2744063648559967
2731,2731,127,VADAMALAYAN HOSPITALS,2,103,0,0.57,0.3243947573362124
2732,2732,127,VADAMALAYAN HOSPITALS,35,181,0,0.57,0.42543471418196677
2733,2733,127,VADAMALAYAN HOSPITALS,120,135,0,0.57,0.36594977643967774
2734,2734,127,VADAMALAYAN HOSPITALS,165,20,0,0.57,0.3170404443519397
2735,2735,127,VADAMALAYAN HOSPITALS,94,98,0,0.57,0.272371931767639
2736,2736,127,VADAMALAYAN HOSPITALS,92,84,0,0.57,0.2811380708847339
2737,2737,127,VADAMALAYAN HOSPITALS,93,38,0,0.57,0.3765849028853967
2738,2738,127,VADAMALAYAN HOSPITALS,30,181,0,0.57,0.3846123245761826
2739,2739,127,VADAMALAYAN HOSPITALS,32,50,0,0.57,0.3768034994648805
2740,2740,127,VADAMALAYAN HOSPITALS,47,161,0,0.57,0.43840732426437423
2741,2741,127,VADAMALAYAN HOSPITALS,170,66,0,0.57,0.30336159951842967
2742,2742,127,VADAMALAYAN HOSPITALS,55,129,0,0.57,0.4228862855832841
2743,2743,127,VADAMALAYAN HOSPITALS,132,160,0,0.57,0.2766173695980792
2744,2744,127,VADAMALAYAN HOSPITALS,51,132,0,0.57,0.4020152965017578
2745,2745,127,VADAMALAYAN HOSPITALS,131,32,0,0.57,0.3094854189478534
2746,2746,127,VADAMALAYAN HOSPITALS,163,168,0,0.57,0.27286742704846295
2747,2747,127,VADAMALAYAN HOSPITALS,61,152,0,0.57,0.33092139653207053
2748,2748,127,VADAMALAYAN HOSPITALS,199,118,0,0.57,0.2673883286273383
2749,2749,127,VADAMALAYAN HOSPITALS,60,144,0,0.57,0.44917994809799255
2750,2750,127,VADAMALAYAN HOSPITALS,179,164,1,0.57,0.48036726890830816
2751,2751,127,VADAMALAYAN HOSPITALS,85,199,1,0.57,0.5482519040507112
2752,2752,127,VADAMALAYAN HOSPITALS,146,63,1,0.57,0.5092345201105719
2753,2753,127,VADAMALAYAN HOSPITALS,188,49,1,0.57,0.5649003316053857
2754,2754,127,VADAMALAYAN HOSPITALS,120,51,1,0.57,0.5906138483948427
2755,2755,127,VADAMALAYAN HOSPITALS,145,124,1,0.57,0.507392181555083
2756,2756,127,VADAMALAYAN HOSPITALS,104,107,1,0.57,0.4730391890101331
2757,2757,127,VADAMALAYAN HOSPITALS,59,8,1,0.57,0.6817610135206218
2758,2758,127,VADAMALAYAN HOSPITALS,65,52,1,0.57,0.5525415123578188
2759,2759,127,VADAMALAYAN HOSPITALS,157,93,1,0.57,0.5356960741824982
2760,2760,127,VADAMALAYAN HOSPITALS,32,9,1,0.57,0.7000769443866212
2761,2761,127,VADAMALAYAN HOSPITALS,45,94,1,0.57,0.5965140485775076
2762,2762,127,VADAMALAYAN HOSPITALS,82,130,1,0.57,0.6232038101121282
2763,2763,127,VADAMALAYAN HOSPITALS,88,199,1,0.57,0.523006746159136
2764,2764,127,VADAMALAYAN HOSPITALS,68,3,1,0.57,0.5945820599211052
2765,2765,127,VADAMALAYAN HOSPITALS,98,40,1,0.57,0.592438512627944
2766,2766,127,VADAMALAYAN HOSPITALS,8,39,1,0.57,0.5687113913860377
2767,2767,127,VADAMALAYAN HOSPITALS,27,87,1,0.57,0.5675085092857532
2768,2768,127,VADAMALAYAN HOSPITALS,123,170,1,0.57,0.5360427006399759
2769,2769,127,VADAMALAYAN HOSPITALS,188,3,1,0.57,0.5630953068127738
2770,2770,127,VADAMALAYAN HOSPITALS,100,91,1,0.57,0.5733860109004818
2771,2771,127,VADAMALAYAN HOSPITALS,110,74,1,0.57,0.5700305201020005
2772,2772,127,VADAMALAYAN HOSPITALS,139,25,1,0.57,0.5237192988222114
2773,2773,127,VADAMALAYAN HOSPITALS,27,105,1,0.57,0.5540827765603882
2774,2774,127,VADAMALAYAN HOSPITALS,26,114,1,0.57,0.665574645271632
2775,2775,127,VADAMALAYAN HOSPITALS,154,165,1,0.57,0.5589740892448992
2776,2776,127,VADAMALAYAN HOSPITALS,114,33,1,0.57,0.5519790414612257
2777,2777,127,VADAMALAYAN HOSPITALS,100,92,1,0.57,0.4890012882463589
2778,2778,127,VADAMALAYAN HOSPITALS,131,180,1,0.57,0.46900554680302087
2779,2779,127,VADAMALAYAN HOSPITALS,60,80,1,0.57,0.6113947762012368
2780,2780,127,VADAMALAYAN HOSPITALS,172,74,1,0.57,0.5218578289571835
2781,2781,127,VADAMALAYAN HOSPITALS,14,3,1,0.57,0.8072562355235348
2782,2782,127,VADAMALAYAN HOSPITALS,21,113,1,0.57,0.6913557305853337
2783,2783,127,VADAMALAYAN HOSPITALS,61,114,1,0.57,0.6378173045450239
2784,2784,127,VADAMALAYAN HOSPITALS,177,69,1,0.57,0.5608340825490715
2785,2785,127,VADAMALAYAN HOSPITALS,93,23,1,0.57,0.6036233773378152
2786,2786,127,VADAMALAYAN HOSPITALS,11,115,1,0.57,0.6069515831927419
2787,2787,127,VADAMALAYAN HOSPITALS,121,17,1,0.57,0.540811012091489
2788,2788,127,VADAMALAYAN HOSPITALS,169,51,1,0.57,0.5601205239413041
2789,2789,127,VADAMALAYAN HOSPITALS,135,131,1,0.57,0.604852835081166
2790,2790,127,VADAMALAYAN HOSPITALS,84,22,1,0.57,0.693818823238874
2791,2791,127,VADAMALAYAN HOSPITALS,118,132,1,0.57,0.5325775068956101
2792,2792,127,VADAMALAYAN HOSPITALS,107,55,1,0.57,0.5992481669975038
2793,2793,127,VADAMALAYAN HOSPITALS,147,33,1,0.57,0.5276184668342303
2794,2794,127,VADAMALAYAN HOSPITALS,69,171,1,0.57,0.5662193152045003
2795,2795,127,VADAMALAYAN HOSPITALS,52,188,1,0.57,0.5910642752196533
2796,2796,127,VADAMALAYAN HOSPITALS,37,8,1,0.57,0.7723494937412136
2797,2797,127,VADAMALAYAN HOSPITALS,51,16,1,0.57,0.6603856392774795
2798,2798,127,VADAMALAYAN HOSPITALS,108,139,1,0.57,0.5689598332987811
2799,2799,127,VADAMALAYAN HOSPITALS,144,169,1,0.57,0.5069765767873742
2800,2800,128,DMS HOSPITAL,123,11,0,0.83,0.3842237444224416
2801,2801,128,DMS HOSPITAL,119,38,0,0.83,0.37759784581577427
2802,2802,128,DMS HOSPITAL,177,138,0,0.83,0.37936907657693
2803,2803,128,DMS HOSPITAL,188,6,0,0.83,0.3618828255652835
2804,2804,128,DMS HOSPITAL,194,195,0,0.83,0.29670028792040853
2805,2805,128,DMS HOSPITAL,43,164,0,0.83,0.5093094809652887
2806,2806,128,DMS HOSPITAL,112,155,0,0.83,0.3674525005929198
2807,2807,128,DMS HOSPITAL,108,119,0,0.83,0.38805155928808216
2808,2808,128,DMS HOSPITAL,43,91,0,0.83,0.4667376757237133
2809,2809,128,DMS HOSPITAL,136,87,0,0.83,0.3409633716773665
2810,2810,128,DMS HOSPITAL,27,108,0,0.83,0.3756263029078743
2811,2811,128,DMS HOSPITAL,26,160,0,0.83,0.48373937945671736
2812,2812,128,DMS HOSPITAL,161,133,0,0.83,0.4612528693533867
2813,2813,128,DMS HOSPITAL,97,62,0,0.83,0.4557828747203
2814,2814,128,DMS HOSPITAL,174,1,0,0.83,0.37116336709467124
2815,2815,128,DMS HOSPITAL,67,131,0,0.83,0.45549177288510817
2816,2816,128,DMS HOSPITAL,168,155,0,0.83,0.4128508517751288
2817,2817,128,DMS HOSPITAL,181,124,0,0.83,0.3839445175180462
2818,2818,128,DMS HOSPITAL,96,137,0,0.83,0.3988761700725306
2819,2819,128,DMS HOSPITAL,7,14,0,0.83,0.41772005914138155
2820,2820,128,DMS HOSPITAL,148,160,0,0.83,0.34462767369900327
2821,2821,128,DMS HOSPITAL,90,4,0,0.83,0.48779192018609907
2822,2822,128,DMS HOSPITAL,8,161,0,0.83,0.44506245372260567
2823,2823,128,DMS HOSPITAL,129,175,0,0.83,0.32378166309391326
2824,2824,128,DMS HOSPITAL,69,103,0,0.83,0.41744505853011615
2825,2825,128,DMS HOSPITAL,145,68,0,0.83,0.3472126398232377
2826,2826,128,DMS HOSPITAL,200,89,0,0.83,0.316277754806003
2827,2827,128,DMS HOSPITAL,167,183,0,0.83,0.3315941861286758
2828,2828,128,DMS HOSPITAL,15,172,0,0.83,0.448755665730001
2829,2829,128,DMS HOSPITAL,30,96,0,0.83,0.4390730318862429
2830,2830,128,DMS HOSPITAL,20,165,0,0.83,0.4800686016295397
2831,2831,128,DMS HOSPITAL,161,80,0,0.83,0.3851271851631959
2832,2832,128,DMS HOSPITAL,184,199,0,0.83,0.2984685498318178
2833,2833,128,DMS HOSPITAL,106,25,0,0.83,0.45318488845506133
2834,2834,128,DMS HOSPITAL,161,67,0,0.83,0.3886052184065212
2835,2835,128,DMS HOSPITAL,87,170,0,0.83,0.41084211029009654
2836,2836,128,DMS HOSPITAL,76,32,0,0.83,0.36285954289323297
2837,2837,128,DMS HOSPITAL,175,87,0,0.83,0.3154299988895801
2838,2838,128,DMS HOSPITAL,97,138,0,0.83,0.33646576726435007
2839,2839,128,DMS HOSPITAL,175,193,0,0.83,0.3065162701449804
2840,2840,128,DMS HOSPITAL,94,154,0,0.83,0.35842766072386334
2841,2841,128,DMS HOSPITAL,76,30,0,0.83,0.432430514831148
2842,2842,128,DMS HOSPITAL,54,133,0,0.83,0.4589930059816405
2843,2843,128,DMS HOSPITAL,173,178,0,0.83,0.3380913587673809
2844,2844,128,DMS HOSPITAL,176,51,0,0.83,0.38082130991846924
2845,2845,128,DMS HOSPITAL,47,194,0,0.83,0.38505393477962163
2846,2846,128,DMS HOSPITAL,20,71,0,0.83,0.4145846651935783
2847,2847,128,DMS HOSPITAL,18,172,0,0.83,0.5073403176098846
2848,2848,128,DMS HOSPITAL,182,51,0,0.83,0.35320191235941995
2849,2849,128,DMS HOSPITAL,117,73,0,0.83,0.3415291251391041
2850,2850,128,DMS HOSPITAL,119,86,1,0.83,0.5606729304109852
2851,2851,128,DMS HOSPITAL,36,124,1,0.83,0.6095367639454665
2852,2852,128,DMS HOSPITAL,96,6,1,0.83,0.7404068190228706
2853,2853,128,DMS HOSPITAL,185,131,1,0.83,0.5477755126339476
2854,2854,128,DMS HOSPITAL,26,182,1,0.83,0.6989764230602509
2855,2855,128,DMS HOSPITAL,68,135,1,0.83,0.7267000902919599
2856,2856,128,DMS HOSPITAL,85,62,1,0.83,0.6314328402217212
2857,2857,128,DMS HOSPITAL,178,120,1,0.83,0.6230013233843491
2858,2858,128,DMS HOSPITAL,186,118,1,0.83,0.665133330574287
2859,2859,128,DMS HOSPITAL,123,28,1,0.83,0.6359441651751545
2860,2860,128,DMS HOSPITAL,120,10,1,0.83,0.6200652840541501
2861,2861,128,DMS HOSPITAL,19,72,1,0.83,0.6723248692680983
2862,2862,128,DMS HOSPITAL,127,62,1,0.83,0.5891225396018381
2863,2863,128,DMS HOSPITAL,101,43,1,0.83,0.6429453134022112
2864,2864,128,DMS HOSPITAL,120,96,1,0.83,0.5787224784841698
2865,2865,128,DMS HOSPITAL,66,86,1,0.83,0.5880113900151454
2866,2866,128,DMS HOSPITAL,196,57,1,0.83,0.5854228190916613
2867,2867,128,DMS HOSPITAL,39,46,1,0.83,0.7588468228545743
2868,2868,128,DMS HOSPITAL,16,39,1,0.83,0.7456610199076303
2869,2869,128,DMS HOSPITAL,99,17,1,0.83,0.6204937732967013
2870,2870,128,DMS HOSPITAL,157,114,1,0.83,0.5692421497932334
2871,2871,128,DMS HOSPITAL,161,126,1,0.83,0.653526741083819
2872,2872,128,DMS HOSPITAL,27,135,1,0.83,0.6021410115892318
2873,2873,128,DMS HOSPITAL,192,78,1,0.83,0.5529842375555277
2874,2874,128,DMS HOSPITAL,134,121,1,0.83,0.6157828528055702
2875,2875,128,DMS HOSPITAL,173,12,1,0.83,0.672167570984002
2876,2876,128,DMS HOSPITAL,84,114,1,0.83,0.6563737250618478
2877,2877,128,DMS HOSPITAL,135,30,1,0.83,0.6299912528385904
2878,2878,128,DMS HOSPITAL,172,24,1,0.83,0.6401818587735035
2879,2879,128,DMS HOSPITAL,39,53,1,0.83,0.7381503823704556
2880,2880,128,DMS HOSPITAL,124,119,1,0.83,0.6728728715306443
2881,2881,128,DMS HOSPITAL,31,85,1,0.83,0.622706016069604
2882,2882,128,DMS HOSPITAL,163,176,1,0.83,0.5904384744590853
2883,2883,128,DMS HOSPITAL,126,53,1,0.83,0.5502464544029124
2884,2884,128,DMS HOSPITAL,167,53,1,0.83,0.6252272107068477
2885,2885,128,DMS HOSPITAL,102,29,1,0.83,0.6175768403696021
2886,2886,128,DMS HOSPITAL,175,179,1,0.83,0.5402860115672861
2887,2887,128,DMS HOSPITAL,121,34,1,0.83,0.5599772094487735
2888,2888,128,DMS HOSPITAL,88,183,1,0.83,0.5732778098211673
2889,2889,128,DMS HOSPITAL,10,105,1,0.83,0.6170363797228156
2890,2890,128,DMS HOSPITAL,81,12,1,0.83,0.6486759412738433
2891,2891,128,DMS HOSPITAL,97,136,1,0.83,0.6204993649840752
2892,2892,128,DMS HOSPITAL,96,84,1,0.83,0.5762844866094033
2893,2893,128,DMS HOSPITAL,94,120,1,0.83,0.6736907507658694
2894,2894,128,DMS HOSPITAL,119,89,1,0.83,0.5833532016661465
2895,2895,128,DMS HOSPITAL,9,0,1,0.83,0.9379610525813828
2896,2896,128,DMS HOSPITAL,35,89,1,0.83,0.6926319708095443
2897,2897,128,DMS HOSPITAL,157,35,1,0.83,0.5928173633470426
2898,2898,128,DMS HOSPITAL,108,176,1,0.83,0.597752960524832
2899,2899,128,DMS HOSPITAL,139,148,1,0.83,0.5586164896523156
